"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-07","Saskatchewan","2016A000247","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747504","11.3.2.4","161","E","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747505","11.3.2.5","129","E","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747506","11.3.2.6","193","E","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747507","11.3.3.1","12.1","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747508","11.3.3.2","8.7","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747509","11.3.3.3","16.6","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747510","11.3.3.4","","F","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747511","11.3.3.5","","F","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747512","11.3.3.6","","F","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747513","12.1.1.1","56.6","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747514","12.1.1.2","52.7","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747515","12.1.1.3","60.4","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747516","12.1.1.4","2056","","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747517","12.1.1.5","1915","","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747518","12.1.1.6","2197","","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747519","12.1.2.1","30.6","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747520","12.1.2.2","27.2","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747521","12.1.2.3","34.2","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747522","12.1.2.4","1113","","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747523","12.1.2.5","985","","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747524","12.1.2.6","1241","","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747525","12.1.3.1","12.8","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747526","12.1.3.2","10.4","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747527","12.1.3.3","15.7","","","","1"
"2022-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747528","12.1.3.4","465","E","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747529","12.1.3.5","370","E","","","0"
"2022-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747530","12.1.3.6","561","E","","","0"
"2022-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747531","12.2.1.1","58.7","","","","1"
"2022-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747532","12.2.1.2","52.9","","","","1"
"2022-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747533","12.2.1.3","64.3","","","","1"
"2022-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747534","12.2.1.4","1067","","","","0"
"2022-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747535","12.2.1.5","963","","","","0"
"2022-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747536","12.2.1.6","1172","","","","0"
"2022-07","Alberta","2016A000248","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747537","12.2.2.1","30.4","","","","1"
"2022-07","Alberta","2016A000248","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747538","12.2.2.2","25.5","","","","1"
"2022-07","Alberta","2016A000248","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747539","12.2.2.3","35.7","","","","1"
"2022-07","Alberta","2016A000248","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747540","12.2.2.4","552","","","","0"
"2022-07","Alberta","2016A000248","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747541","12.2.2.5","460","","","","0"
"2022-07","Alberta","2016A000248","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747542","12.2.2.6","644","","","","0"
"2022-07","Alberta","2016A000248","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747543","12.2.3.1","10.9","","","","1"
"2022-07","Alberta","2016A000248","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747544","12.2.3.2","7.8","","","","1"
"2022-07","Alberta","2016A000248","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747545","12.2.3.3","15.1","","","","1"
"2022-07","Alberta","2016A000248","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747546","12.2.3.4","","F","","","0"
"2022-07","Alberta","2016A000248","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747547","12.2.3.5","","F","","","0"
"2022-07","Alberta","2016A000248","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747548","12.2.3.6","","F","","","0"
"2022-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747549","12.3.1.1","54.4","","","","1"
"2022-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747550","12.3.1.2","49.2","","","","1"
"2022-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747551","12.3.1.3","59.5","","","","1"
"2022-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747552","12.3.1.4","989","","","","0"
"2022-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747553","12.3.1.5","895","","","","0"
"2022-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747554","12.3.1.6","1082","","","","0"
"2022-07","Alberta","2016A000248","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747555","12.3.2.1","30.9","","","","1"
"2022-07","Alberta","2016A000248","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747556","12.3.2.2","26.2","","","","1"
"2022-07","Alberta","2016A000248","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747557","12.3.2.3","36.0","","","","1"
